funny,user_id,review_id,text,business_id,stars,date,useful,cool
0,TlvV-xJhmh7LCwJYXkV-cg,STiFMww2z31siPY7BWNC2g,I have been an Emerald Club member for a number of years.  I have always been very satisfied with their vehicles and customer service.  This recent visit to Pittsburgh was no exception.,yFumR3CWzpfvTH2FCthvVw,5,2016-06-15,0,0
0,NhOc64RsrTT1Dls50yYW8g,HkYqGb0Gplmmk-xlHTRBoA,The score should be negative. Its HORRIBLE. The have like 6-7 items in their buffet. No naans or salad. The items were either bland or stale. My friend had a potato curry which was completely stale without salt. The biriyani was okayish but bland. Would never recommend to anyone.,UBv8heCQR0RPnUQG0zkXIQ,1,2016-09-23,0,0
0,NhOc64RsrTT1Dls50yYW8g,RgqWdZA4xR023iP3T6jVfA,I went there twice and I am pretty happy with my haircut. The people are  really friendly. Would definitely go again.,hdgYnadxg0GANhWOJabr2g,5,2014-08-23,0,0
0,LKcdcMrq2xDzIThSHiZmLg,-STQDcMcBcWX0H_NrsfR2Q,"Great for the price, only $25 for long hair! Was hesitant about dry cut but it turned out good!",yEOu75XjwczngvWWlr0M_A,4,2016-02-17,1,0
0,hxqo4NyJFfeOmuoVi--s1A,kS4hrhEScwB9V5JATYjvVQ,"Sansotei serves some top notch ramen. They take no reservations, so my company of five had to wait outside for about half an hour. I guess it's normal for Saturday night. Unlike my favorite ramen place in NYC you can only order what's on a menu. No deviations or improvisations whatsoever. Our waitress didn't speak much English, and even after writing everything down still managed to make a mistake or two. But, my spicy sesame ramen called Tan Tan was exceptional. I can tell you that. Just the right thickness of broth, and taste - omg.",f5O7v_X_jCg2itqacRfxhg,5,2017-10-12,0,0
0,eG6HneK9zLcuZpVuKcsCGQ,5um5SX-Lbgik5dwUGe2jFw,"Of the several places to get bagels in Oakland, these bagels are the best. Really fresh and tasty and they taste homemade.

However, I wasn't crazy about their bagel and egg sandwiches.",XqNDr54eLDLRfZwo4l4dVA,4,2015-09-22,0,0
0,eG6HneK9zLcuZpVuKcsCGQ,VKGvSe0SmYcFc5PqjbxLDQ,"Cool little place, nice atmosphere and staff. Great coffee too, go check em out!",0bjFYstj8USMzEV4ZQldjA,5,2017-01-19,0,0
0,eG6HneK9zLcuZpVuKcsCGQ,M9gD64U797dfIpLA9OHYVA,"Delicious, friendly staff, cool atmosphere, all around great experience! They have a pretty great selection of crepes and omelettes, among other things. I enjoyed the Cherry Omelette (cherry tomatoes, swiss cheese, potato slices, and bacon) which was pretty big and cooked perfectly! Nice side salad and bread as well. Coffee was great and our server was warm and polite. Would recommend!",q0n4I-zqiI47xispOqc1lA,5,2016-09-19,0,0
1,eG6HneK9zLcuZpVuKcsCGQ,eShfPWENUmZ9sP7fstPt7Q,"Great haircut, cool atmosphere, and really nice people! The price is fair and he is very thorough. Really listens to what you want. Also, I recommend calling ahead to see if it is busy. Worked for me!",alG1fb1kl2vmT8s34jbbHg,5,2015-09-05,1,1
0,5ngpW5tf3ep680eG1HxHzA,51RHs_V_fjuistnuKxNpEg,Finally! After trying many Mexican restaurants all thru Phoenix & Scottsdale we found an authentic Mexican restaurant that was AMAZING! Fresh tortilla chip & salsa ready and waiting at the table when we sat down. Food was incredible! I ordered the combo with a beef tamale with red sauce & chicken enchilada. Both were full of meat from beginning to end & had so much flavor! Highly recommend this place,gZGsReG0VeX4uKViHTB9EQ,5,2017-08-16,0,0
0,5ngpW5tf3ep680eG1HxHzA,P7kiSTiwzqm0_LbA71EOPg,"One of the best breakfast places I've been to! The menu had so many options, above & beyond your typical breakfast choices. Portions were HUGE and everything was delicious & so fresh! Will definitely be back & highly recommend!",-bd4BQcl1ekgo7avaFngIw,5,2017-06-28,0,0
0,5ngpW5tf3ep680eG1HxHzA,7EgEjUpcb8q-B5dPCMvkaQ,"Food was alright, the service was HORRIBLE! Both of our orders came out incorrect after waiting extremely long because they don't write anything down when they take the orders. I asked for greens at the end she confirmed did you say grits? I said no greens please.. still ended up with grits. Boyfriends whole order came out wrong and when they brought him back the right order pretty sure they brought out my grits they took back 5 min before from my wrong order and gave them to him. Waitress came back and just set the plate down and walked off. No sorry about that, does it look right now, do you need anything else.. just straight nothing. Never came by our whole meal to check on us.",u73j2VQ3TGWdMO-AG7MABw,2,2017-07-06,1,0
0,5ngpW5tf3ep680eG1HxHzA,F1UHGw4-6OYyvFFb-E4LMg,"DELICIOUS! forgot to take a before picture but as you can see it was amazing. We got 2 kinds of ribs, brisket & chicken and literally every single one fell straight off the bone! Sides were all good. Cornbread before & sugar donuts after. Will definitely be back.",VyVIneSU7XAWgMBllI6LnQ,5,2017-07-08,0,0
1,eAavwM32i2h7sNNer--kGw,MTrzrLQT_LK2VLK9xantHw,"If I could leave zero stars I would. This rude B at the door with the fake lashes and colored lens was super rude. We had entered the club earlier and upon leaving the guy at the door told us we could come back later for the show. But when we came back, one man let us through up to the door, but the B there said there was no re-entry. She then proceeded to tell us that we could talk to ""the guy by the exit"". Okay. Well FYI, if you've never been to a venue, you don't know exactly where everything is. We walked away and looked around and weren't sure where she was referring to so we went back and asked where the exit was. She rudely responded, ""I SAID. Go see the guy by the exit OVER THERE.""  Felicia. 

Basically everyone was rude. Not coming back.",3Mx4renubPRnjHUw1n2UkA,1,2015-09-30,4,0
0,nqzeKqdWBruvdgMd6aBHrg,VGU_oergctnFczEXDPHYQA,"Removed several pine trees from our house in Henderson, NV.  Ground the stumps to below ground level.  Quote, execution and billing all very professional.  Loved ability to pay bill from email invoice.  Will use again.",d4z4gjdhQYs-WOVClISf_A,5,2017-06-14,0,0
0,Fc_nb6N6Sdurqb-rwsY1Bw,alI_kRKyEHfdHibYGgtJbw,I have to write a review on the Fractured Prune. First off I love doughnuts second I used to work in a bakery. So I know a little about the almighty doughnut. I was there this past Thursday night at Westgate where I was having a nice dinner at Opah Life. I wanted a little desert so I went to this doughnut shop it seemed clean enough so I made my selections and took them home. Mistake should have eaten one there I would have ask for my money back. I took a bite out of each on to confirm what I thought they were the worst doughnuts I have ever had. Horrible not sure if the oils was rancid or not hot enough either way eat at your own risk.,f-v1fvtnbdw_QQRsCnwH-g,1,2017-11-18,0,0
0,Fc_nb6N6Sdurqb-rwsY1Bw,85DRIjwPJOTb4q0qOlBstw,I wish i could tell you all about the food but there was problem. My friend and went there for dinner we were seated quickly unfortunately it was in middle of the empty dinning room so we asked to be moved to the side which we were. Upon sitting down we were told we could only have one of the very small table tops there were two together so the hostess told us the manager said we couldn't use two table tops in the empty restaurant. So we got up and left. With the manager chasing us blaming the hostess for the the ridiculous action. Needles to say we will never return.,yz66FIUPDKGhILDWzRLeKg,1,2017-11-18,1,0
0,G22ITfVETYHtIhnn5lLRrQ,GbiLIKmQPVCBtdNkTVdVSA,Wonderful! One of my favorite places. BBQ is expertly cooked and service is always prompt. The price is right.,6qDRqHWqf0EeHupSUEBfKg,5,2015-12-10,0,0
0,FjH3TH8OvHGLNEbzdEYlNg,UaHgsL0xS4UnJ_iKqeOk_w,The price is about the same as Quizinos. The sandwich was great! They have a live musician so it is kind of loud. It was a good experience.,7AlULGZI1pHt0imODsqdkg,5,2012-02-12,0,0
0,FjH3TH8OvHGLNEbzdEYlNg,c4zzAD1S6721Fh-acCBy-g,The food was ok. You get a lot of food for the price. There is bot a lot of seating.,th4pZ5LkoIIkb1Vmu_m2DA,4,2012-02-12,0,0
0,FjH3TH8OvHGLNEbzdEYlNg,TTBwocu2mvqJFJrwmJN0Sw,The staff were friendly and helpful. The food was fabulous. Our whole experience was awesome!,nsSfCKW9KDB4COj9bzXApw,5,2012-02-12,1,0
0,FjH3TH8OvHGLNEbzdEYlNg,-CresnnXQSHrQ85Ogm-Pqw,The staff were very helpful. We painted pottery which took about 2 hours. It was a lot of fun and we received our pottery with in 3 days.,cP8ErpZfRzdVR5Fvks-pnQ,5,2012-02-12,0,0
0,B7Fh30KQT1xPSGt_pIhRRA,U04YgYr4PiGUxB46J4xapg,Limited vegetarian options. Ordered Greek salad but it was sub-par and priced at a ridiculous (almost) thirteen dollars. Will be skipping this joint when traveling through this airport the next time.,Edr6SafmQrZa6CcFuItoqg,2,2014-06-03,0,0
0,6kEzTjPyrhAS_GLTbjnRyw,-4fp5CEEcTCB_ZsA9VZs2Q,"After gown shopping in Los Angeles and Orange County for 3 months and not having the ""this is the one moment"" I made an appointment at Destiny's Bride.  My mom, my sisters and I were having a girls weekend in Scottsdale and wanted to gown shop for fun.  Residing in southern CA, we weren't planning on purchasing a dress out of state.  The boutique absolutely blew us away and the service was even better! Lisa, the owner, was amazing and it was by far the best customer service and experience out of all the high end shops I visited in CA. 
Lisa is extremely knowledgeable and was able to quickly pick out gowns for my body shape and taste.  She was honest with her opinion and took her time with me.  Photos of me in the gowns were allowed which I loved because this was not an option in Los Angeles.  
I found ""the one"" with Lisa and because we paid that day in full, she offered us a 10% discount!

The shop, selection and customer service were all A+ and I can't wait to return the shop for my fitting and to see Lisa!",piHAFVLQHEFv67HVyndrkA,5,2012-11-21,0,0
0,zx_Op2OAOM_fRic9tU-jqA,HkSebQqJmaCpodIdb_S6lQ,"I shop here mostly because i live in Brampton. Great customer service, well stocked and clean. 
But, beware of parking routes and stupid drivers. Gets hectic at busy times (weekends) so avoid. 'New' Canadian customers are rather rude and ignorant..so i go to Miss. or Vaughan locations when i can. You will notice the difference.",LFxa9cAfKY_OlALN8sArgQ,3,2016-11-18,1,2
0,zx_Op2OAOM_fRic9tU-jqA,s9cpVj40VR_yl0lXbZQe6w,I trust my vehicles here. Comparable prices. Mike can always give me good advice. Work always done on time...clean. Never had to send back with any problems. My cars run great.,SpJYus_184M2TdT7t52rIA,5,2016-11-18,0,0
0,zx_Op2OAOM_fRic9tU-jqA,O-I4Y329P9FND7skkMCdDg,"I really like this store. Very clean, well stocked and organized- every dept! Good signage to find products. They have good deals on sale weeks. Bought a couple of appliances here at same or cheaper price than other stores. Good paint-valspar. Helpful staff. Keep up the good work.
 This place makes Home depot look like a 3rd world country.",7vxm0G4g857HzRqqpeu6bw,5,2016-11-18,1,0
0,zx_Op2OAOM_fRic9tU-jqA,6lRnO0n3QdkSGlJLUQb15w,"Best veal sandwich ever ( i like rapini/ garlic top)...pasta, lasagna, chicken...all good. Good service, nice clean place, parking, good food= 5",RyTEGJz5tG7zC73BdXt-cQ,5,2016-11-18,0,0
0,FCtoTo9zSH1cSAkascfEHw,YDJDfKnx6VpMMo4EBxycGg,"Non-existened service!  The waiter did not even great us and did not listen to me about ordering, so my male companion had to repeat it to him! Then many people different people tossed our food on the table while passing by without any word or an eye contact! Naan bread arrived much later from the soup! Its a shame that such a dreadful worse than a fast food corner restaurant occupies area in the heart of the Toronto's entertainment district! RUN AWAY,  DONT SPEND YOUR MONEY THERE!!",7xA6iSP0Ndn08tpBFQtUKA,1,2017-05-22,0,0
0,Me267nGzYOJAGNSbNR_e6A,QBZz9m3pL6r8Mvbdm2ZBYQ,"I was in Phoenix on business last week. My PHX based co-workers are frequent visitors and knowing I like BBQ, they took me to here. One word describes the food - amazing. I've had BBQ from a lot of places all over the country and the food here ranked at the top of the list for me. I had the two meat plate - brisket and pulled pork. Both were awesome. If you are in PHX and like BBQ, you have to come here. The line may be long, but it's truly worth the wait.",Xg5qEQiB-7L6kGJ5F4K3bQ,5,2015-12-08,0,0
0,Ka7TIp74VHSa90rfdg4_2g,AJ0IglpYAp2D0daOlVGIdg,This place doesn't even deserve 1 star. Horrible service! The service manager was rude and unprofessional. He shouldn't even have a job after the way he spoke to customers. Marcus Lamonis needs to step in and end this location. Repairs that were suppose to be done never were completed.,qdC2h3MqCNussc5lhzL7gg,1,2015-11-05,18,0
0,Ka7TIp74VHSa90rfdg4_2g,5D_MsAJHrMa8QKkpE3g1Sg,The butter burger was cooked perfectly and juicy! The ice cream here is the best I've had! This location is very clean and staff was friendly!,XgRDG9E_WLEbl8S-QUqQkQ,5,2015-11-05,0,0
0,yyPHK6khPa4-ErV9U32x3A,5bWN_IN8MQGjJ6_ZIXffDw,Best location ever! I love love love the manager Jess. She's super great and always helpful. She always helps me find what I'm looking for and has the best suggestions for gifts. I will drive the half hour out of the way to go to this location!,awgoBwuhzlLGKEIverTGjQ,5,2017-01-21,0,0
0,0pf5VuzE4_1pwj5NJHG5TQ,OyFVGLDZ52Hl8BviXszNrw,"Fab.U.Lous. Best scrambles eggs. Fluffy and tasty. Servings so large teenage athletes had leftovers. Been to Scrambled, US Egg, and we all vote Butterfields. The orange juice is absolutely delicious. Everyone was so nice despite the packed place, and they were fast too. Try it, they won't disappointed.",vsFFbN71ehRCp46KeR5RdQ,5,2016-11-06,0,0
0,0pf5VuzE4_1pwj5NJHG5TQ,U0o92C-o3neVTcE7nSeoeA,"Easy access to the store with ample parking. If you want to be offered services you don't need, and given incorrect promo info, with no assistance on purchas products, this is THE place.

Came here with my son to pick up an online order and to have him look at phones. I got my phone and that was that, no offer to help set it up or tell me about cool features, I had to ask. I could sense the reluctance but my phone was set up, then strong push for Direct TV and a home alarm.

No acknowledgement of my son who was looking at phones, whom I asked (in front of the agent) if he found something (he did). Still no acknowledgement, so we left. Will probably get it online or find a store more willing to help. 

I miss the store inside PV mall. They were a 6 out of 5. Sad they closed.",yGZtG3KpoXyvF6gUC0FExQ,2,2016-03-16,1,0
0,0pf5VuzE4_1pwj5NJHG5TQ,3zNW-BK3YlJnGBdCxpE46g,"Been here 3x and no beef #45, will stop coming; what's the point if it's always out. Take it off the menu since it's never available. Portions getting smaller, prices going up. And the table that came after us got to order first.",Jj8ubiwwuCR-rrhrrjcryw,2,2016-08-14,0,0
2,0pf5VuzE4_1pwj5NJHG5TQ,ml9QmqSdQllqSO78RteQfA,"In case my email didn't work, still giving a 1.  I tried calling but customer service hours from 9-6 M--F.  I'm not the kind of person who spends my work hours on personal phone calls.  Email/msg me the info you need and I can send it over.  I still have a copy of my receipt and should not be jumping through a multitude of hoops for something like this (non error) on my part.",ERCZtj8qxNxfXJrdXPdEsw,1,2016-04-29,0,0
0,0pf5VuzE4_1pwj5NJHG5TQ,7Tai8P6zdnhk7NgcXxM79w,"Nice place, games for younger kids, bar like feel for adults, missing the mark for teens; we tried hot dogs, burgers, sample platter, a little on the salty side, but otherwise OK.

Come early to avoid crowds/lines.",YTbKmjGTdn4YzoJXTC1u7g,3,2016-03-16,1,0
0,0pf5VuzE4_1pwj5NJHG5TQ,_03MY3VpWImsHHmDdll0Mw,"Despite the long drive thru line, they were really great. Happy to be there and helpful. Super efficient too.  Keep up the positive attitude!  I can see why people come over and wait patiently.",CtI7MMRF-arzGJxA1nJccQ,4,2016-06-18,0,0
0,0pf5VuzE4_1pwj5NJHG5TQ,tVUDpVAL1eb9BxUwRgJzyA,"Drive thru: I guess it's opposite day at the drive thru.  Apparently a 'no, thank you' to 'do you want some ketchup' means 17 (I counted) ackets of ketchup for 1 order of fries. Less a star because I'm not a fan of people being wasteful. I know it's just a little thing, but it irks me.",F9cXFXk60E2sz_YTSCFp_Q,3,2016-06-18,0,0
0,0pf5VuzE4_1pwj5NJHG5TQ,oz66Z8p9Etq0WbcZVCmm7w,"Friendliest staff, no matter how swamped they are. Always smiling and gracious. Garlic parm and lemon pepper wings. Mmmmmmmm.

Love the simplicity of the place and the trinkets all over the walls, always discover something new.",OX0T9dWI8b7meu-ljTo22A,5,2016-05-01,0,0
0,0pf5VuzE4_1pwj5NJHG5TQ,-b9UM6rX9AVj3SvshFdmiw,"Prefer the Harkins Theatres over AMC. Camelview for loungers, Tempe Marketplace to people and movie watch, Scottsdale for larger screens, and Shea when I'm feeling nostalgic.

It's very clean, someone is always cleaning or just finished cleaning the rest rooms. No popcorn droppings in the lobby, on the counters or condiment station. Always friendly, smiling faces ready to clean the auditorium after the movie.

The auditoriums don't have stadium seating but there's  and incline and easy to see the screen, chairs are comfortable but not as large as the newer chairs. There's a LOT of leg room. This is where we go when we want to watch a movie and 'travel' back in time to visit a movie theater very similar to the one we went to growing up.",px0VdZdyTaclveb1LfV6rA,5,2016-07-09,0,0
1,0pf5VuzE4_1pwj5NJHG5TQ,w78rEDYoPU_PVklmfBsOWA,"Overall rating: 2.5 for a 4:30 weekday visit (no one at the bar and 4 tables, including us - mostly parties of 2, like us).

I've decided to count, from entering an establishment to the time our party is spotted to the time we are acknowledged or helped (no, I don't  speed count). This visit, it was 5 before we were spotted and 82 before a hostess came to seat us.

Place was clean, server prompt, nice. Salmon was dry, overcooked. Walnut and tempura shrimp were good but warm/cool, not hot. Liked the tofu and veggies. Fried prawns were tasty. Crab legs? Crab legs, nothing spectacular. The fried rice? Hardened, couldn't pay me to eat it. All the meat dishes, with the exception of almost well done prime rib (not happy that there was no one at the carving station to cut or anyone to call and ask) had an after taste of cough medicine - so did the tapioca, but cake was ok.

Also almost got run over by the hostess while on my way to get food, she was rushing toward the empty side of the restaurant. My response? Smile, and an 'oh, sorry excuse me.' Hers a raised eyebrow that became a frown and a parting huff. Wanna pay over $20 for that plus tax and tip? Go for it lol, I'll pass.",e9UsRb-fmza5ukU8Ftduew,2,2016-07-02,1,1
0,0pf5VuzE4_1pwj5NJHG5TQ,RVO0dQJvBv33qNU1HBtBbw,"4 because there's this one cashier who, each time rang our purchases up (different weeks) always looked like a mix of anger and unhappiness for customers im general.

Store is clean, but I gotta say...having clothes for sale...somehow... I no longer wanna call it 'fancy frys' it now seems more like...'wannabe walmart.' 

Almost down to a 3 thanks to that, BUT the pharmacy staff....AweSOME! Super courteous and helpful, really great empathy toward each customer. Not an easy task but they are shining stars in my book.",nUaLFTfUqVKMFQonsWBnag,4,2016-06-11,1,0
